full_name,fighter_id,fighter_nickname,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,fighter_url,weight_class,total_fights,win_rate
Tim Boetsch,3742,The Barbarian,182.88,185.0,187.96,Orthodox,1981-01-28,21,13,0,,http://ufcstats.com/fighter-details/c80095f6092271a7,Middleweight,34,0.6176470588235294
Mandy Bohm,3736,Monster,170.18,125.0,180.34,Orthodox,1989-07-30,8,2,0,1.0,http://ufcstats.com/fighter-details/297a2b35444c245b,Flyweight,10,0.8
Gaston Bolanos,3734,The Dreamkiller,170.18,135.0,175.26,Orthodox,1992-09-14,7,3,0,,http://ufcstats.com/fighter-details/96924b0019b3aff1,Bantamweight,10,0.7
Denys Bondar,3732,Psycho,167.64,125.0,175.26,Orthodox,1992-06-27,16,5,0,,http://ufcstats.com/fighter-details/2526be54e6a0e62a,Flyweight,21,0.7619047619047619
Gabriel Bonfim,3729,Marretinha,185.42,170.0,182.88,Orthodox,1997-08-20,15,0,0,,http://ufcstats.com/fighter-details/01641ba5df0c69b0,Welterweight,15,1.0
Ismael Bonfim,3728,Marreta,172.72,155.0,180.34,Orthodox,1995-12-28,19,4,0,,http://ufcstats.com/fighter-details/eb393afdbe3293d5,Lightweight,23,0.8260869565217391
Stephan Bonnar,3725,The American Psycho,193.04,205.0,200.66,Orthodox,1977-04-04,15,9,0,,http://ufcstats.com/fighter-details/c6a33ff198aaaeeb,Light Heavyweight,24,0.625
Ray Borg,3723,The Tazmexican Devil,162.56,135.0,160.02,Orthodox,1993-08-04,13,5,0,,http://ufcstats.com/fighter-details/a4de54ea806fb525,Bantamweight,18,0.7222222222222222
Kevin Borjas,3721,El Gallo Negro,165.1,125.0,172.72,Orthodox,1997-12-06,9,1,0,,http://ufcstats.com/fighter-details/34b96d52db1d26e6,Flyweight,10,0.9
Caio Borralho,3719,The Natural,177.8,185.0,190.5,Southpaw,1993-01-16,14,1,0,1.0,http://ufcstats.com/fighter-details/4126a78111c0855a,Middleweight,15,0.9333333333333333
Zachary Borrego,3718,The Dragon,187.96,185.0,198.12,Switch,1996-07-18,3,1,0,,http://ufcstats.com/fighter-details/b8fdb2903a2582a8,Middleweight,4,0.75
Viacheslav Borshchev,3717,Slava Claus,180.34,155.0,175.26,Orthodox,1992-01-08,7,3,0,,http://ufcstats.com/fighter-details/19c591115a58982c,Lightweight,10,0.7
Tanner Boser,3716,The Bulldozer,187.96,205.0,190.5,Orthodox,1991-08-02,21,10,1,,http://ufcstats.com/fighter-details/04c8b08b16a5b99e,Light Heavyweight,32,0.65625
Steve Bosse,3715,The Boss,180.34,205.0,182.88,Orthodox,1981-07-29,12,2,0,,http://ufcstats.com/fighter-details/e023fa2e648ea0f1,Light Heavyweight,14,0.8571428571428571
Kyron Bowen,3703,Bullseye,190.5,185.0,185.42,Orthodox,1993-12-22,9,5,0,,http://ufcstats.com/fighter-details/5488b3c67600333a,Middleweight,14,0.6428571428571429
Roger Bowling,3701,Relentless,175.26,155.0,172.72,Orthodox,1982-12-05,12,6,0,1.0,http://ufcstats.com/fighter-details/3b9f723e2720a238,Lightweight,18,0.6666666666666666
Diego Brandao,3689,DB,170.18,145.0,162.56,Orthodox,1987-05-27,22,11,0,,http://ufcstats.com/fighter-details/c2e3e67b5911bfb7,Featherweight,33,0.6666666666666666
Martin Bravo,3686,El Toro,172.72,145.0,180.34,Southpaw,1993-09-21,11,3,0,,http://ufcstats.com/fighter-details/9c44f290f5726d95,Featherweight,14,0.7857142857142857
Mike Breeden,3684,Money,177.8,155.0,177.8,Orthodox,1989-04-21,10,6,0,,http://ufcstats.com/fighter-details/d80ee110748171ac,Lightweight,16,0.625
Charlie Brenneman,3680,The Spaniard,177.8,155.0,177.8,Orthodox,1981-02-09,19,8,0,,http://ufcstats.com/fighter-details/98f6da59d765ec94,Lightweight,27,0.7037037037037037
Marcos Brigagao,3677,Ironside,190.5,205.0,193.04,Southpaw,1996-04-01,11,1,0,,http://ufcstats.com/fighter-details/11547e29f253fb89,Light Heavyweight,12,0.9166666666666666
Jason Brilz,3676,Hitman,180.34,205.0,180.34,Orthodox,1975-07-07,22,6,1,,http://ufcstats.com/fighter-details/497ba5b12a4bfc47,Light Heavyweight,29,0.7586206896551724
Marcus Brimage,3675,The Bama Beast,162.56,135.0,180.34,Southpaw,1985-04-06,7,7,0,,http://ufcstats.com/fighter-details/81801f57bd0a7c41,Bantamweight,14,0.5
Henry Briones,3673,Bure,172.72,135.0,175.26,Orthodox,1980-10-22,16,8,1,,http://ufcstats.com/fighter-details/01fcef7e3d051722,Bantamweight,25,0.64
Joanderson Brito,3671,Tubarao,172.72,145.0,182.88,Orthodox,1995-02-11,15,3,1,,http://ufcstats.com/fighter-details/791c8437b341fba5,Featherweight,19,0.7894736842105263
Will Brooks,3665,Ill,177.8,155.0,182.88,Orthodox,1986-10-08,18,4,0,,http://ufcstats.com/fighter-details/b6e6c3b1dcaae0a1,Lightweight,22,0.8181818181818182
Jarred Brooks,3664,The Monkey God,160.02,125.0,157.48,Switch,1993-05-02,13,2,0,,http://ufcstats.com/fighter-details/81d9df19e255b8b6,Flyweight,15,0.8666666666666667
Rob Broughton,3663,The Bear,187.96,265.0,187.96,Orthodox,1983-03-03,16,7,1,,http://ufcstats.com/fighter-details/a7d687e6ecb30981,Heavyweight,24,0.6666666666666666
Matt Brown,3661,The Immortal,182.88,170.0,190.5,Orthodox,1981-01-10,26,19,0,,http://ufcstats.com/fighter-details/31123249b0bbf52e,Welterweight,45,0.5777777777777777
Randy Brown,3654,Rudeboy,190.5,170.0,198.12,Orthodox,1990-07-08,17,5,0,,http://ufcstats.com/fighter-details/c6aee362c7a7d482,Welterweight,22,0.7727272727272727
Damien Brown,3653,Beatdown,177.8,155.0,172.72,Orthodox,1984-12-25,17,12,0,,http://ufcstats.com/fighter-details/d024ed963e8bf7ea,Lightweight,29,0.5862068965517241
TJ Brown,3652,Downtown,175.26,145.0,182.88,Switch,1990-05-22,17,10,0,,http://ufcstats.com/fighter-details/d31cbcdd7d69536d,Featherweight,27,0.6296296296296297
Travis Browne,3650,Hapa,198.12,255.0,200.66,Orthodox,1982-07-17,18,7,1,,http://ufcstats.com/fighter-details/3236bf606fe9fa5b,Heavyweight,26,0.6923076923076923
Derek Brunson,3643,The One,185.42,185.0,195.58,Southpaw,1984-01-04,23,9,0,,http://ufcstats.com/fighter-details/b1a3e0aca758b322,Middleweight,32,0.71875
Lukasz Brzeski,3639,The Bull,193.04,236.0,198.12,Orthodox,1992-05-17,8,4,1,1.0,http://ufcstats.com/fighter-details/0c25d0a5e8cdbf19,Heavyweight,13,0.6153846153846154
Joaquin Buckley,3635,New Mansa,177.8,170.0,193.04,Southpaw,1994-04-27,16,6,0,,http://ufcstats.com/fighter-details/b9437600497350f3,Welterweight,22,0.7272727272727273
Martin Buday,3634,Badys,193.04,265.0,195.58,Orthodox,1991-11-11,13,1,0,,http://ufcstats.com/fighter-details/8eb046f83e82bf26,Heavyweight,14,0.9285714285714286
Dylan Budka,3632,The Mindless Hulk,182.88,185.0,190.5,Switch,2000-01-14,7,2,0,,http://ufcstats.com/fighter-details/a817e238b2747404,Middleweight,9,0.7777777777777778
Mayra Bueno Silva,3629,Sheetara,167.64,135.0,167.64,Orthodox,1991-08-22,11,2,1,,http://ufcstats.com/fighter-details/cc8c623cca88f54f,Bantamweight,14,0.7857142857142857
Paul Buentello,3628,The Headhunter,187.96,245.0,195.58,Orthodox,1974-01-16,35,17,0,,http://ufcstats.com/fighter-details/f0abbb6f3444dae7,Heavyweight,52,0.6730769230769231
Modestas Bukauskas,3627,The Baltic Gladiator,190.5,205.0,198.12,Switch,1994-02-10,15,5,0,,http://ufcstats.com/fighter-details/476fe566d2df676e,Light Heavyweight,20,0.75
Felipe Bunes,3623,Felipinho,170.18,125.0,175.26,Orthodox,1989-10-29,13,6,0,,http://ufcstats.com/fighter-details/53c10176e3bc7416,Flyweight,19,0.6842105263157895
Shane Burgos,3622,Hurricane,180.34,145.0,190.5,Orthodox,1991-03-19,15,3,0,,http://ufcstats.com/fighter-details/98d961097baaf308,Featherweight,18,0.8333333333333334
Joshua Burkman,3621,The People's Warrior,177.8,170.0,182.88,Orthodox,1980-04-10,28,16,0,1.0,http://ufcstats.com/fighter-details/6da99156486ed6c2,Welterweight,44,0.6363636363636364
Kevin Burns,3617,The Fire,177.8,170.0,187.96,Orthodox,1980-03-03,12,7,0,,http://ufcstats.com/fighter-details/a6d8bfe9e0c8153b,Welterweight,19,0.631578947368421
Gilbert Burns,3616,Durinho,177.8,170.0,180.34,Orthodox,1986-07-20,22,6,0,,http://ufcstats.com/fighter-details/23024fdfc966410a,Welterweight,28,0.7857142857142857
Herbert Burns,3614,The Blaze,175.26,145.0,185.42,Orthodox,1988-02-02,11,4,0,,http://ufcstats.com/fighter-details/4f140403000158b5,Featherweight,15,0.7333333333333333
JP Buys,3598,Young Savage,165.1,135.0,170.18,Orthodox,1996-04-30,9,6,0,,http://ufcstats.com/fighter-details/0b362247806341e5,Bantamweight,15,0.6
Dennis Buzukja,3597,The Great,175.26,145.0,177.8,Switch,1997-10-01,8,3,0,,http://ufcstats.com/fighter-details/c4d039123e62f6a9,Featherweight,11,0.7272727272727273
Charles Byrd,3596,Kid Dynamite,177.8,185.0,185.42,Orthodox,1983-10-11,10,7,0,,http://ufcstats.com/fighter-details/76ee3d666c648f6b,Middleweight,17,0.5882352941176471
Alex Caceres,3591,Bruce Leeroy,177.8,145.0,185.42,Southpaw,1988-06-20,21,14,0,1.0,http://ufcstats.com/fighter-details/7aa3d6964eff4877,Featherweight,35,0.6
Vince Cachero,3590,The Anomaly,167.64,145.0,172.72,Orthodox,1989-11-07,7,4,0,,http://ufcstats.com/fighter-details/ed2a8cc402173781,Featherweight,11,0.6363636363636364
Priscila Cachoeira,3589,Zombie Girl,170.18,125.0,165.1,Orthodox,1988-08-19,12,5,0,,http://ufcstats.com/fighter-details/b1e5bcaad32a3cac,Flyweight,17,0.7058823529411765
Frank Camacho,3582,The Crank,177.8,155.0,185.42,Orthodox,1989-05-18,22,10,0,,http://ufcstats.com/fighter-details/764342d39cdaa54a,Lightweight,32,0.6875
Fabricio Camoes,3581,Morango,177.8,155.0,180.34,Orthodox,1978-12-23,14,9,1,,http://ufcstats.com/fighter-details/7abe471b61725980,Lightweight,24,0.5833333333333334
Brian Camozzi,3579,Mantis,187.96,170.0,198.12,Orthodox,1991-06-24,7,5,0,,http://ufcstats.com/fighter-details/1999ffb5cebc314f,Welterweight,12,0.5833333333333334
Shane Campbell,3575,Shaolin,182.88,155.0,180.34,Orthodox,1987-01-21,14,6,0,,http://ufcstats.com/fighter-details/784285b7ae7dd85f,Lightweight,20,0.7
Charlie Campbell,3574,The Cannibal,182.88,155.0,182.88,Orthodox,1995-07-03,8,2,0,,http://ufcstats.com/fighter-details/b39f7a6c2be17ee8,Lightweight,10,0.8
Chico Camus,3568,The King,167.64,125.0,167.64,Orthodox,1985-01-26,17,7,0,1.0,http://ufcstats.com/fighter-details/32be4b7f7de1c905,Flyweight,24,0.7083333333333334
Carlos Candelario,3566,The Cannon,172.72,125.0,172.72,Southpaw,1991-06-04,8,3,0,,http://ufcstats.com/fighter-details/760a55d5b6098cbe,Flyweight,11,0.7272727272727273
Luiz Cane,3564,Banha,187.96,185.0,195.58,Southpaw,1981-04-24,17,7,0,1.0,http://ufcstats.com/fighter-details/24b033b3daf1c9df,Middleweight,24,0.7083333333333334
Guido Cannetti,3563,Ninja,167.64,135.0,172.72,Southpaw,1979-12-19,10,8,0,,http://ufcstats.com/fighter-details/d05412b513b19621,Bantamweight,18,0.5555555555555556
Jared Cannonier,3562,The Killa Gorilla,180.34,185.0,195.58,Switch,1984-03-16,17,6,0,,http://ufcstats.com/fighter-details/13a0275fa13c4d26,Middleweight,23,0.7391304347826086
Steve Cantwell,3558,The Robot,187.96,185.0,190.5,Orthodox,1986-12-08,7,6,0,,http://ufcstats.com/fighter-details/f1f9e48a0d150757,Middleweight,13,0.5384615384615384
Phil Caracappa,3556,The Hitman,172.72,135.0,177.8,Orthodox,1992-06-05,6,1,0,,http://ufcstats.com/fighter-details/bd81a97864acf098,Bantamweight,7,0.8571428571428571
Bryan Caraway,3552,Kid Lightning,172.72,135.0,172.72,Orthodox,1984-08-04,21,9,0,,http://ufcstats.com/fighter-details/5ef0088c1b19beeb,Bantamweight,30,0.7
Chris Cariaso,3548,Kamikaze,160.02,125.0,162.56,Southpaw,1981-05-27,17,8,0,,http://ufcstats.com/fighter-details/b2e3aca4cd363477,Flyweight,25,0.68
Antonio Carlos Junior,3544,Cara de Sapato,187.96,185.0,200.66,Orthodox,1990-03-16,11,5,0,1.0,http://ufcstats.com/fighter-details/52e76bb4b3e852f3,Middleweight,16,0.6875
Spike Carlyle,3543,Alpha Ginger,172.72,145.0,180.34,Switch,1993-05-06,9,3,0,,http://ufcstats.com/fighter-details/be68b375707dcb85,Featherweight,12,0.75
Francis Carmont,3542,Limitless,190.5,205.0,198.12,Orthodox,1981-10-11,25,12,0,,http://ufcstats.com/fighter-details/3591d0d5d382a381,Light Heavyweight,37,0.6756756756756757
Liz Carmouche,3541,Girlrilla,167.64,125.0,167.64,Orthodox,1984-02-19,13,7,0,,http://ufcstats.com/fighter-details/51a0c09cbe9b8472,Flyweight,20,0.65
Roan Carneiro,3540,Jucao,180.34,170.0,193.04,Orthodox,1978-06-02,21,11,0,,http://ufcstats.com/fighter-details/1c86754617d9813a,Welterweight,32,0.65625
Ariane Carnelossi,3539,Sorriso,157.48000000000002,115.0,154.94,Orthodox,1992-11-17,14,3,0,,http://ufcstats.com/fighter-details/c0d5c0c95c59050b,Flyweight,17,0.8235294117647058
Luana Carolina,3538,Dread,167.64,125.0,175.26,Orthodox,1993-06-11,9,4,0,,http://ufcstats.com/fighter-details/528b071cf3da7c56,Flyweight,13,0.6923076923076923
Antonio Carvalho,3526,Pato,175.26,145.0,177.8,Orthodox,1979-05-30,15,6,0,,http://ufcstats.com/fighter-details/fef3d17e27e916e7,Featherweight,21,0.7142857142857143
Shane Carwin,3524,The Engineer,187.96,265.0,203.2,Orthodox,1975-01-04,12,2,0,,http://ufcstats.com/fighter-details/68dd7b3783c19f9c,Heavyweight,14,0.8571428571428571
Johnny Case,3523,Hollywood,177.8,155.0,182.88,Orthodox,1989-06-28,22,6,0,,http://ufcstats.com/fighter-details/1f4b04a926ef1287,Lightweight,28,0.7857142857142857
Kevin Casey,3522,King,180.34,185.0,195.58,Southpaw,1981-06-15,9,5,2,2.0,http://ufcstats.com/fighter-details/8d9586726252dbf7,Middleweight,16,0.5625
Cortney Casey,3521,Cast Iron,170.18,125.0,170.18,Orthodox,1987-05-05,10,10,0,,http://ufcstats.com/fighter-details/5f179af5fffeb9f6,Flyweight,20,0.5
John Castaneda,3516,Sexy Mexi,167.64,135.0,180.34,Switch,1991-12-18,20,6,0,,http://ufcstats.com/fighter-details/5fa2974cbd18e05c,Bantamweight,26,0.7692307692307693
Danny Castillo,3513,Last Call,175.26,155.0,180.34,Orthodox,1979-08-25,17,10,0,,http://ufcstats.com/fighter-details/d1e7fc58d4225cdf,Lightweight,27,0.6296296296296297
Nick Catone,3509,The Jersey Devil,182.88,185.0,182.88,Southpaw,1981-09-01,10,4,0,,http://ufcstats.com/fighter-details/f8fe2053d73d7bcf,Middleweight,14,0.7142857142857143
Gesias Cavalcante,3507,JZ,172.72,155.0,180.34,Orthodox,1983-07-06,21,10,1,2.0,http://ufcstats.com/fighter-details/2a74bbba57058f12,Lightweight,32,0.65625
Rafael Cavalcante,3506,Feijao,185.42,205.0,187.96,Orthodox,1980-04-14,12,7,0,1.0,http://ufcstats.com/fighter-details/5c1ca0c72b599a3c,Light Heavyweight,19,0.631578947368421
Magnus Cedenblad,3504,Jycken,195.58,185.0,200.66,Orthodox,1982-04-10,14,5,0,,http://ufcstats.com/fighter-details/0e21976afc92e4d1,Middleweight,19,0.7368421052631579
Yosdenis Cedeno,3503,Pink Panther,172.72,155.0,175.26,Orthodox,1985-02-12,10,6,1,,http://ufcstats.com/fighter-details/3e61082025db8137,Lightweight,17,0.5882352941176471
Henry Cejudo,3502,Triple C,162.56,135.0,162.56,Orthodox,1987-02-09,16,3,0,,http://ufcstats.com/fighter-details/056c493bbd76a918,Bantamweight,19,0.8421052631578947
Vinicius Cenci,3500,Chambinho,185.42,155.0,187.96,Orthodox,1995-11-24,7,2,0,,http://ufcstats.com/fighter-details/f21a152aaa3e95c6,Lightweight,9,0.7777777777777778
Donald Cerrone,3499,Cowboy,185.42,155.0,185.42,Orthodox,1983-03-29,36,17,0,2.0,http://ufcstats.com/fighter-details/1d00756835ca67c9,Lightweight,53,0.6792452830188679
Luan Chagas,3497,Tarzan,182.88,170.0,190.5,Orthodox,1993-06-17,15,3,1,,http://ufcstats.com/fighter-details/9ccf8371fd80d45d,Welterweight,19,0.7894736842105263
Edgar Chairez,3496,Puro Chicali,170.18,125.0,180.34,Orthodox,1996-01-27,10,5,0,1.0,http://ufcstats.com/fighter-details/5ef94841c4bc3f86,Flyweight,15,0.6666666666666666
Alex Chambers,3494,Astro Girl,160.02,115.0,160.02,Southpaw,1978-10-25,5,5,0,,http://ufcstats.com/fighter-details/26b63bc5c0c1f65d,Flyweight,10,0.5
Michael Chandler,3493,Iron,172.72,155.0,180.34,Orthodox,1986-04-24,23,8,0,,http://ufcstats.com/fighter-details/4b93a88f3b1de35b,Lightweight,31,0.7419354838709677
Morgan Charriere,3488,The Last Pirate,172.72,145.0,175.26,Orthodox,1995-10-26,19,9,1,,http://ufcstats.com/fighter-details/5b03b61f9d90125e,Featherweight,29,0.6551724137931034
Ernest Chavez,3487,EJ,172.72,145.0,177.8,Orthodox,1983-06-27,10,2,0,,http://ufcstats.com/fighter-details/b406da701c479076,Featherweight,12,0.8333333333333334
Danny Chavez,3485,The Colombian Warrior,172.72,145.0,170.18,Orthodox,1987-03-14,11,5,1,,http://ufcstats.com/fighter-details/0de720c0f1d4ab9c,Featherweight,17,0.6470588235294118
Fabio Cherant,3482,Water Buffalo,185.42,205.0,187.96,Southpaw,1994-11-25,7,4,0,,http://ufcstats.com/fighter-details/78a68f1dade6aaf7,Light Heavyweight,11,0.6363636363636364
Mark Cherico,3480,The Pride of Bloomfield,170.18,145.0,175.26,Orthodox,1986-05-12,11,1,0,,http://ufcstats.com/fighter-details/79a193111e3bc99b,Featherweight,12,0.9166666666666666
Michael Chiesa,3478,Maverick,185.42,170.0,190.5,Southpaw,1987-12-07,18,7,0,,http://ufcstats.com/fighter-details/c58f51dedb310998,Welterweight,25,0.72
Giga Chikadze,3477,Ninja,182.88,145.0,187.96,Orthodox,1988-08-25,15,3,0,,http://ufcstats.com/fighter-details/9560ff14eb3129f7,Featherweight,18,0.8333333333333334
Khamzat Chimaev,3476,Borz,187.96,185.0,190.5,Orthodox,1994-05-01,12,0,0,,http://ufcstats.com/fighter-details/767755fd74662dbf,Middleweight,12,1.0
Dooho Choi,3472,The Korean Superboy,177.8,145.0,177.8,Orthodox,1991-04-10,14,4,1,,http://ufcstats.com/fighter-details/e93b04e308913c2e,Featherweight,19,0.7368421052631579
SeungWoo Choi,3471,Sting,182.88,145.0,187.96,Orthodox,1992-11-03,11,6,0,,http://ufcstats.com/fighter-details/a68575214ecad140,Featherweight,17,0.6470588235294118
Ryo Chonan,3468,Piranah,175.26,170.0,177.8,Orthodox,1976-10-08,22,13,0,,http://ufcstats.com/fighter-details/55a7b2d4e54ffac9,Welterweight,35,0.6285714285714286
Katlyn Chookagian,3467,Blonde Fighter,175.26,125.0,172.72,Orthodox,1988-12-28,18,5,0,,http://ufcstats.com/fighter-details/e872e9a9a902c045,Flyweight,23,0.782608695652174
Hannah Cifers,3458,Shockwave,154.94,115.0,157.48,Orthodox,1992-06-26,10,7,0,,http://ufcstats.com/fighter-details/2244d9a2b64b8c3b,Flyweight,17,0.5882352941176471
Heather Clark,3449,Hurricane,167.64,115.0,162.56,Orthodox,1980-09-19,7,6,0,,http://ufcstats.com/fighter-details/dd4c16777fb2ccf9,Flyweight,13,0.5384615384615384
Devin Clark,3448,Brown Bear,182.88,205.0,190.5,Orthodox,1990-04-12,14,8,0,,http://ufcstats.com/fighter-details/cc7040fe76f0ef91,Light Heavyweight,22,0.6363636363636364
Mitch Clarke,3445,Danger Zone,177.8,155.0,185.42,Orthodox,1985-11-24,11,5,0,,http://ufcstats.com/fighter-details/c76ec2bc3a57666a,Lightweight,16,0.6875
Rich Clementi,3444,No Love,175.26,155.0,182.88,Southpaw,1976-03-31,45,23,1,,http://ufcstats.com/fighter-details/7d21de9c6d7c98b2,Lightweight,69,0.6521739130434783
Chris Clements,3443,The Menace,177.8,170.0,177.8,Orthodox,1976-02-09,12,6,0,1.0,http://ufcstats.com/fighter-details/e5ecaf884b6da2bc,Welterweight,18,0.6666666666666666
Felipe Colares,3431,Cabocao,172.72,145.0,175.26,Orthodox,1994-03-31,10,4,0,,http://ufcstats.com/fighter-details/dbac0a413af64bbe,Featherweight,14,0.7142857142857143
Chandler Cole,3426,The Hammer,177.8,264.0,182.88,Orthodox,1995-01-09,10,4,0,,http://ufcstats.com/fighter-details/5d8a9c95af50280a,Heavyweight,14,0.7142857142857143
Mark Coleman,3425,The Hammer,185.42,205.0,190.5,Orthodox,1964-12-20,16,10,0,,http://ufcstats.com/fighter-details/21b8a0f5c231096f,Light Heavyweight,26,0.6153846153846154
Clay Collard,3423,Cassius,180.34,145.0,185.42,Orthodox,1993-03-10,14,7,0,1.0,http://ufcstats.com/fighter-details/cc900c6a71ed23f3,Featherweight,21,0.6666666666666666
Jake Collier,3421,The Prototype,190.5,230.0,198.12,Orthodox,1988-10-25,13,10,0,,http://ufcstats.com/fighter-details/92fa1401b7927da3,Heavyweight,23,0.5652173913043478
Carlos Condit,3417,The Natural Born Killer,187.96,170.0,190.5,Orthodox,1984-04-26,32,14,0,,http://ufcstats.com/fighter-details/f9f07bb5a43535ed,Welterweight,46,0.6956521739130435
Tristan Connelly,3415,Boondock,177.8,145.0,172.72,Orthodox,1985-12-12,14,8,0,,http://ufcstats.com/fighter-details/2ebfbe72ed703925,Featherweight,22,0.6363636363636364
Amanda Cooper,3403,ABC,160.02,115.0,162.56,Switch,1991-10-22,3,5,0,,http://ufcstats.com/fighter-details/d4a31850a7457f1b,Flyweight,8,0.375
Chris Cope,3401,C-Murder,182.88,170.0,182.88,Orthodox,1983-03-05,8,4,0,,http://ufcstats.com/fighter-details/8c8c92a12621d7e0,Welterweight,12,0.6666666666666666
Michael Cora,3399,Kookie Monster,185.42,170.0,195.58,Southpaw,1989-08-24,4,1,0,,http://ufcstats.com/fighter-details/2b91eff985b532cd,Welterweight,5,0.8
Daniel Cormier,3396,DC,180.34,235.0,182.88,Orthodox,1979-03-20,22,3,0,1.0,http://ufcstats.com/fighter-details/d967f0128c323de6,Heavyweight,25,0.88
Bethe Correia,3392,Pitbull,165.1,135.0,162.56,Orthodox,1983-06-22,11,6,1,,http://ufcstats.com/fighter-details/673ea7dcc786b1b3,Bantamweight,18,0.6111111111111112
Waldo Cortes-Acosta,3390,Salsa Boy,193.04,260.0,198.12,Orthodox,1991-10-03,10,1,0,,http://ufcstats.com/fighter-details/fc08099550072fe4,Heavyweight,11,0.9090909090909091
Orion Cosce,3385,Galaxy,180.34,170.0,180.34,Switch,1994-07-15,8,2,0,,http://ufcstats.com/fighter-details/2c010b26a3306969,Welterweight,10,0.8
Paulo Costa,3381,The Eraser,185.42,185.0,182.88,Orthodox,1991-04-21,14,2,0,,http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82,Middleweight,16,0.875
Randy Costa,3380,The Zohan,175.26,135.0,185.42,Switch,1994-07-06,6,4,0,,http://ufcstats.com/fighter-details/325ad0dd9126d3df,Bantamweight,10,0.6
Alessandro Costa,3379,Nono,162.56,125.0,170.18,Orthodox,1996-01-28,13,3,0,,http://ufcstats.com/fighter-details/3fa97913cfd205d3,Flyweight,16,0.8125
Melquizael Costa,3378,Melk Cauthy,177.8,145.0,180.34,Southpaw,1996-09-14,20,6,0,,http://ufcstats.com/fighter-details/20bccc9bb4ceb23e,Featherweight,26,0.7692307692307693
Oscar Cota,3377,Elevation,182.88,230.0,182.88,Orthodox,1984-10-15,11,3,0,1.0,http://ufcstats.com/fighter-details/f584a6e0b5b74604,Heavyweight,14,0.7857142857142857
Patrick Cote,3376,The Predator,180.34,170.0,190.5,Orthodox,1980-02-29,23,11,0,,http://ufcstats.com/fighter-details/9fa3bd637edd9aa2,Welterweight,34,0.6764705882352942
Rashad Coulter,3373,Daywalker,180.34,205.0,193.04,Orthodox,1981-11-27,9,4,0,,http://ufcstats.com/fighter-details/d1528ac5675558b1,Light Heavyweight,13,0.6923076923076923
